age,gender,state,city,country,traffic_source,total_order,total_spend,avg_order_value,unique_category_count,is_churn,y_pred,y_probs
65,1,19,2596,4,3,2,155.0,77.5,3,1,0.0,0.4330643795066808
26,0,79,6377,4,4,3,94.1500015258789,31.383333841959637,3,1,0.0,0.3532257836847473
45,0,191,1261,4,4,1,31.989999771118164,31.989999771118164,1,1,1.0,0.5509140634263391
27,0,202,3314,14,3,1,84.18000030517578,84.18000030517578,3,1,1.0,0.550389692312975
31,0,191,7228,4,3,1,274.67000579833984,274.67000579833984,4,1,1.0,0.5581454518950796
44,1,51,3697,13,3,1,49.989999771118164,49.989999771118164,2,1,1.0,0.5233772434947389
12,1,89,4385,14,4,1,30.450000762939453,30.450000762939453,1,1,1.0,0.5563115714381138
45,0,117,6222,14,2,4,283.4800033569336,70.8700008392334,5,1,0.0,0.2813605130245872
24,0,80,7228,4,4,1,25.200000762939453,25.200000762939453,1,1,1.0,0.571819696825741
15,0,187,5944,11,4,2,93.74999904632568,46.87499952316284,3,0,0.0,0.42856877136428195
27,1,94,5190,12,4,1,90.27999877929688,90.27999877929688,1,1,1.0,0.5652516880791678
41,0,66,2596,4,4,1,24.989999771118164,24.989999771118164,1,1,1.0,0.554844817694108
30,0,202,893,14,4,1,94.0,94.0,2,1,1.0,0.5537450303549545
42,0,66,2165,4,4,3,127.28000068664551,42.4266668955485,4,1,0.0,0.3911590427581415
33,0,71,2392,11,4,1,103.0,103.0,2,0,1.0,0.5564522889800143
15,1,124,3912,3,3,1,49.94000053405762,49.94000053405762,2,1,1.0,0.5807171891379338
21,1,8,2226,12,0,1,40.0,40.0,1,1,1.0,0.5497006921348457
42,1,85,2485,4,4,2,215.94000244140625,107.97000122070312,1,1,1.0,0.5161904770819757
46,0,66,5973,4,2,1,10.0,10.0,1,0,1.0,0.5618002268057395
41,1,66,5973,4,4,2,381.83999824523926,190.91999912261963,5,1,0.0,0.4222698286162052
62,0,216,4688,14,4,2,81.93999862670898,40.96999931335449,2,0,0.0,0.4689339862362326
67,0,124,5010,3,4,2,116.0,58.0,2,0,0.0,0.44610319843639157
61,1,202,5035,14,1,1,530.8599948883057,530.8599948883057,3,1,1.0,0.5254247332142465
65,1,125,7204,14,4,4,260.1099967956543,65.02749919891357,5,0,0.0,0.2919374207501239
16,0,19,2585,4,1,1,15.0,15.0,1,1,1.0,0.5581530765131869
40,1,219,6987,14,4,1,389.99000549316406,389.99000549316406,2,1,1.0,0.6120623689933078
25,0,78,5995,4,4,1,42.9900016784668,42.9900016784668,1,0,1.0,0.5611441464708671
56,0,68,3057,4,4,1,156.54999923706055,156.54999923706055,3,0,1.0,0.5713573852559949
60,1,18,4358,8,2,2,138.2199993133545,69.10999965667725,4,1,0.0,0.433237765942037
21,1,56,5217,4,4,2,222.43999862670898,111.21999931335449,4,1,0.0,0.4317608997391559
49,1,199,1036,3,4,1,30.15999984741211,30.15999984741211,1,1,1.0,0.5786364707972462
55,0,140,679,0,4,1,158.67000198364258,158.67000198364258,4,1,1.0,0.549248314492415
57,0,226,5958,4,4,1,34.0,34.0,1,1,1.0,0.5586742972534839
69,0,64,1553,3,3,2,281.4300003051758,140.7150001525879,4,1,0.0,0.4484928391143415
41,1,33,7373,3,4,1,78.4900016784668,78.4900016784668,2,1,1.0,0.5438389778529543
44,1,84,6375,4,2,1,36.0,36.0,1,1,1.0,0.5567442994283659
58,0,51,774,13,4,1,129.99000549316406,129.99000549316406,1,1,1.0,0.5767218486444786
21,1,127,6168,14,2,1,31.989999771118164,31.989999771118164,1,1,1.0,0.559481311181872
50,0,126,3008,14,4,1,32.9399995803833,32.9399995803833,2,0,1.0,0.5532875300128252
56,0,161,5025,3,4,1,343.0,343.0,1,1,1.0,0.527644387652505
37,0,142,2589,8,4,2,66.01000022888184,33.00500011444092,2,1,0.0,0.45486287472765985
49,1,185,7001,8,4,2,99.98999977111816,49.99499988555908,3,1,1.0,0.5368782493431772
26,1,141,4477,14,3,2,149.4699993133545,74.73499965667725,2,0,0.0,0.46386378497875486
23,0,42,3829,12,4,1,82.60000038146973,82.60000038146973,2,1,1.0,0.550389692312975
57,1,164,1957,14,4,1,39.9900016784668,39.9900016784668,1,1,1.0,0.5498491344058852
46,0,212,3722,14,4,1,19.899999618530277,19.899999618530277,1,1,1.0,0.5523295791518289
18,0,100,2838,4,4,2,90.94000244140625,45.470001220703125,2,0,0.0,0.4419291992731261
59,0,204,7373,4,4,1,66.97000122070312,66.97000122070312,2,1,1.0,0.5430984958062407
50,1,199,5379,3,4,1,299.5,299.5,3,1,1.0,0.5558368071027334
60,1,143,2856,4,4,1,16.0,16.0,1,1,1.0,0.5480264991716031
66,1,124,979,3,4,1,193.0,193.0,2,1,1.0,0.5713112066452319
13,0,216,5913,14,3,1,87.9800033569336,87.9800033569336,2,1,1.0,0.6117546224644
31,1,65,2665,7,4,1,80.9800033569336,80.9800033569336,1,1,1.0,0.5505533137471349
61,1,190,451,4,4,1,129.9800033569336,129.9800033569336,2,1,1.0,0.583491404482297
38,0,151,3282,7,0,2,109.13000011444092,54.56500005722046,3,1,0.0,0.48202166586946454
41,1,202,5873,14,4,1,35.45000076293945,35.45000076293945,1,1,1.0,0.5593784441192514
26,0,80,2485,4,4,2,253.98999977111816,126.99499988555908,2,1,0.0,0.4872435293108525
19,0,227,4252,7,4,1,142.79999923706055,142.79999923706055,2,1,1.0,0.5533980605546509
50,0,204,547,4,4,1,67.98000144958496,67.98000144958496,2,1,1.0,0.5724526158325906
44,1,101,5995,4,4,2,120.5999984741211,60.29999923706055,2,0,0.0,0.4454383860122828
61,0,199,6348,3,1,1,186.6199951171875,186.6199951171875,2,1,1.0,0.5645336736776124
56,1,124,1453,3,4,1,19.989999771118164,19.989999771118164,1,1,1.0,0.5545321259729646
49,0,191,7352,4,4,1,33.68000030517578,33.68000030517578,1,1,1.0,0.5398752374914931
63,0,151,2084,7,4,1,12.5600004196167,12.5600004196167,1,0,1.0,0.5606760059255307
37,0,78,5218,4,4,1,287.99000549316406,287.99000549316406,2,1,1.0,0.5519190685882011
18,1,17,3768,3,4,2,116.95000076293945,58.47500038146973,3,0,0.0,0.4432046634837062
35,0,67,7249,4,4,3,112.97000122070312,37.65666707356771,4,0,0.0,0.3540716234879498
33,0,199,6332,3,0,1,8.949999809265137,8.949999809265137,1,1,1.0,0.5953611353387979
28,0,188,6379,3,4,1,895.0,895.0,1,1,1.0,0.701383272603075
20,0,80,2485,4,4,2,38.0,19.0,1,1,0.0,0.46941383908664325
37,1,17,4309,3,2,3,367.4699935913086,122.48999786376953,4,1,0.0,0.3798516195886419
37,0,66,6480,4,4,1,102.31999969482422,102.31999969482422,1,1,1.0,0.5590497316048607
30,0,179,717,3,3,1,76.5,76.5,1,1,1.0,0.5426140442920783
31,0,118,6097,3,4,1,337.94000244140625,337.94000244140625,3,0,1.0,0.5738598608078702
41,1,144,4350,8,4,3,105.39000129699707,35.13000043233236,3,1,0.0,0.4100886944676341
57,0,66,3774,4,3,4,563.2399988174438,140.80999970436096,7,1,0.0,0.3443157646044144
48,0,116,1029,14,4,1,11.489999771118164,11.489999771118164,1,1,1.0,0.6076710582860914
53,1,191,5973,4,3,2,48.920000076293945,24.460000038146973,2,1,0.0,0.46322823662486307
56,1,211,4323,0,3,2,274.98000717163086,137.49000358581543,3,1,0.0,0.4475094565658878
50,1,226,5973,4,4,1,32.0,32.0,1,1,1.0,0.5612315314439055
61,0,116,25,14,4,1,42.08000183105469,42.08000183105469,1,1,1.0,0.5811972978298859
21,0,219,4650,14,4,1,72.0,72.0,1,1,1.0,0.599909854210602
24,0,97,2899,11,4,2,74.59000205993652,37.29500102996826,2,0,0.0,0.4528239330124504
20,0,66,3060,4,4,1,59.970001220703125,59.970001220703125,2,1,1.0,0.5498372535378285
17,1,104,3158,9,1,4,499.1199951171875,124.77999877929688,8,0,0.0,0.2932895082428771
31,0,66,6398,4,1,1,29.989999771118164,29.989999771118164,1,1,1.0,0.5569198512386454
52,1,195,4310,4,4,2,232.44000148773193,116.22000074386597,4,1,0.0,0.44731459363770393
26,1,211,4008,0,3,2,94.81000137329102,47.40500068664551,2,0,0.0,0.489924005007299
70,1,139,73,14,4,1,69.98999786376953,69.98999786376953,1,1,1.0,0.5125566576637082
41,0,115,6339,3,4,2,71.89000129699707,35.945000648498535,2,1,0.0,0.4465058482490925
65,1,99,4374,4,4,1,109.9800033569336,109.9800033569336,1,1,1.0,0.5632711189743305
47,0,9,5995,4,3,1,427.0299997329712,427.0299997329712,3,1,1.0,0.5807908228594995
60,1,66,6480,4,4,4,373.1299991607666,93.28249979019165,6,0,0.0,0.33269093030192626
28,0,187,5944,11,4,2,162.27999711036682,81.13999855518341,3,1,0.0,0.4415251893994339
57,1,27,5718,14,4,1,218.99000549316406,218.99000549316406,3,1,1.0,0.580104463722114
25,1,164,3984,14,2,2,125.4900016784668,62.7450008392334,4,1,0.0,0.44855250528593094
56,0,227,3925,7,4,2,67.98999977111816,33.99499988555908,2,1,0.0,0.4467417658688946
47,0,148,1787,13,4,1,25.0,25.0,1,1,1.0,0.5532875300128252
29,1,9,547,4,4,1,44.25,44.25,1,1,1.0,0.5589984124965166
30,0,128,5935,9,4,2,129.08999919891357,64.54499959945679,3,1,0.0,0.43761035490202455
49,1,71,4367,11,3,2,100.0,50.0,2,1,0.0,0.4498406653278188
40,0,41,6720,12,4,1,266.0,266.0,2,1,1.0,0.5631723114043938
41,1,27,1511,14,4,1,69.5,69.5,2,1,1.0,0.549405522619647
23,1,207,6509,9,4,1,19.989999771118164,19.989999771118164,1,1,1.0,0.5634419274267979
55,1,19,2509,4,4,1,71.98000144958496,71.98000144958496,2,1,1.0,0.5596187488062452
48,0,176,5135,3,3,2,609.3599910736084,304.6799955368042,5,1,0.0,0.4261249920411516
37,0,112,4168,14,3,1,25.5,25.5,1,1,1.0,0.5523295791518289
66,1,56,1732,4,4,1,105.12000274658203,105.12000274658203,3,1,1.0,0.556793989148972
25,0,118,6097,3,4,1,27.989999771118164,27.989999771118164,1,1,1.0,0.5598282414457249
62,0,99,586,4,4,2,145.9900016784668,72.9950008392334,2,1,0.0,0.4478101591699386
12,0,150,5593,7,4,2,66.73999977111816,33.36999988555908,2,1,0.0,0.4351407985262071
69,0,19,5213,4,4,1,49.0,49.0,1,0,1.0,0.5571977976687574
58,1,61,7247,4,4,2,138.98999977111816,69.49499988555908,2,0,0.0,0.41399338602595376
61,1,177,241,3,4,1,98.0,98.0,1,1,1.0,0.562124399483686
69,0,51,861,13,4,1,29.950000762939453,29.950000762939453,1,1,1.0,0.5455941633848846
30,0,89,1282,14,4,1,95.8499984741211,95.8499984741211,1,1,1.0,0.5584704666412802
69,1,126,1065,14,4,1,189.0,189.0,1,1,1.0,0.5288832607526966
20,0,117,6086,14,4,3,183.7399959564209,61.24666531880697,6,1,0.0,0.3485159875214877
67,0,51,1557,13,4,1,36.799999237060554,36.799999237060554,1,1,1.0,0.552416836187482
46,1,61,4368,4,4,2,141.73999977111816,70.86999988555908,4,1,0.0,0.3973146577567135
60,0,3,4142,14,4,1,55.0,55.0,1,1,1.0,0.5364845948735592
51,1,80,600,4,4,2,43.0,21.5,2,0,0.0,0.4656309922470966
49,1,163,654,12,4,1,45.560001373291016,45.560001373291016,1,1,1.0,0.5866736317285948
13,1,19,2824,4,4,2,121.18000030517578,60.59000015258789,2,1,0.0,0.4372563176066785
56,0,177,6399,3,4,1,89.95000076293945,89.95000076293945,2,1,1.0,0.6113078171860258
40,1,56,3268,4,1,1,322.95000076293945,322.95000076293945,4,0,1.0,0.5484686116655536
54,1,70,2522,11,0,1,49.9900016784668,49.9900016784668,1,1,1.0,0.5386679297365417
61,0,27,3725,14,4,1,29.899999618530277,29.899999618530277,1,1,1.0,0.5514585318443729
36,0,18,4358,8,4,3,72.1299991607666,24.043333053588867,3,0,0.0,0.3837558990168826
24,0,120,4430,8,0,1,121.48999977111816,121.48999977111816,2,1,1.0,0.5685019355632064
40,0,191,6480,4,4,1,110.0,110.0,1,1,1.0,0.5575274784186932
41,1,39,1264,11,4,2,179.94000244140625,89.97000122070312,3,0,0.0,0.4737238416485349
26,1,19,4383,4,4,1,59.9900016784668,59.9900016784668,1,0,1.0,0.6334925281527962
14,0,27,6475,14,4,1,32.9900016784668,32.9900016784668,1,1,1.0,0.5708948325225847
42,0,170,2411,0,4,1,250.1500015258789,250.1500015258789,2,1,1.0,0.572015486301013
40,0,150,1189,7,4,1,231.5799970626831,231.5799970626831,4,1,1.0,0.563242877720177
44,1,65,6358,7,4,1,64.0,64.0,1,1,1.0,0.5522841522728448
18,0,101,5995,4,4,4,443.8099937438964,110.9524984359741,6,1,0.0,0.3133567018544801
33,1,41,939,12,0,2,189.43999862670898,94.71999931335449,3,0,0.0,0.4517344742396908
32,0,191,3058,4,4,4,299.9200048446655,74.98000121116638,4,1,0.0,0.31209783293857657
48,0,42,718,12,4,1,13.0,13.0,1,1,1.0,0.6411992270708625
55,1,71,7302,11,4,1,119.5600004196167,119.5600004196167,2,1,1.0,0.575111457643238
25,1,176,5125,3,4,1,125.95000171661377,125.95000171661377,4,1,1.0,0.5455851557242506
27,0,66,4374,4,4,2,128.94000244140625,64.47000122070312,3,0,0.0,0.428523905828578
30,0,90,2914,11,4,1,70.0,70.0,1,1,1.0,0.5397513070062664
25,1,78,6377,4,4,1,227.57999992370605,227.57999992370605,3,1,1.0,0.575499498963894
25,1,8,7377,12,4,1,69.5,69.5,1,1,1.0,0.5176691873655764
17,0,79,3062,4,2,1,4.0,4.0,1,1,1.0,0.5968279199457022
32,1,66,5973,4,4,1,16.780000686645508,16.780000686645508,1,1,1.0,0.5671469292075894
43,0,226,4418,4,3,1,15.0,15.0,1,1,1.0,0.5659334990051239
21,1,37,5973,4,1,1,55.0,55.0,1,1,1.0,0.5461689000077328
25,0,176,6554,3,4,2,208.9900016784668,104.4950008392334,3,1,0.0,0.46078445240859345
33,0,76,6721,7,4,1,71.73000144958496,71.73000144958496,2,1,1.0,0.567809937539182
30,0,80,3577,4,2,1,22.489999771118164,22.489999771118164,1,1,1.0,0.5523295791518289
63,1,161,2988,3,2,1,199.72999572753906,199.72999572753906,2,1,1.0,0.5371038299650831
45,1,81,5516,8,4,2,56.9900016784668,28.4950008392334,2,1,0.0,0.4443821483801045
53,0,68,5995,4,4,1,199.94999694824216,199.94999694824216,1,1,1.0,0.5527456173641198
12,0,19,3774,4,4,1,68.45000076293945,68.45000076293945,2,1,1.0,0.6215181305485051
23,0,37,5973,4,4,2,50.70000076293945,25.350000381469727,2,0,0.0,0.44507248007171146
64,1,170,2366,0,4,1,75.9800033569336,75.9800033569336,2,0,1.0,0.5519290719840126
58,1,191,2656,4,4,1,9.949999809265137,9.949999809265137,1,1,1.0,0.5936495953666665
30,0,226,3055,4,4,2,635.5,317.75,3,1,0.0,0.4345858646227054
16,1,66,3060,4,4,1,58.0,58.0,1,1,1.0,0.5481631532026643
58,1,215,273,2,4,2,61.120001792907715,30.560000896453857,2,1,0.0,0.4810365269302276
26,1,32,5318,12,4,1,139.31000137329102,139.31000137329102,4,1,1.0,0.6492660055522208
62,1,177,5380,3,3,1,252.48999786376953,252.48999786376953,4,1,1.0,0.5342463718658232
29,0,199,1036,3,4,1,30.0,30.0,1,1,1.0,0.5555949304552286
50,1,116,443,14,1,1,65.4800033569336,65.4800033569336,1,0,1.0,0.59042785876061
25,0,66,547,4,4,1,37.0,37.0,2,1,1.0,0.5599345506369454
67,1,111,2656,4,4,3,150.97000312805176,50.32333437601725,4,1,0.0,0.36038087094164173
55,0,199,2984,3,2,2,25.989999771118164,12.994999885559082,2,1,1.0,0.5823170216701945
16,1,202,5696,14,1,1,113.88000011444092,113.88000011444092,2,1,1.0,0.5566651370500241
47,1,61,7013,4,3,1,284.5,284.5,3,1,1.0,0.5770658657308125
56,1,10,7327,12,4,4,348.25,87.0625,4,0,0.0,0.2985768352580367
45,1,29,1144,12,4,2,926.4200096130371,463.21000480651855,4,0,0.0,0.4281343044690083
69,1,227,848,7,2,1,90.0,90.0,1,1,1.0,0.5598576713188932
40,1,185,2293,8,4,1,45.0,45.0,1,1,1.0,0.5510336341372157
65,0,56,5994,4,2,2,224.97000312805176,112.48500156402588,4,0,0.0,0.4205737697665405
42,0,150,763,7,4,3,484.46999740600586,161.4899991353353,6,0,0.0,0.35409631430901845
19,0,195,6290,4,4,1,41.400001525878906,41.400001525878906,1,1,1.0,0.5618279928275385
48,1,161,3892,3,4,1,209.9900054931641,209.9900054931641,1,1,1.0,0.5367009957655183
28,0,78,2243,4,2,2,135.4000015258789,67.70000076293945,2,1,0.0,0.4446886822346423
26,0,55,5748,14,4,1,30.200000762939453,30.200000762939453,1,1,1.0,0.552915460958067
39,0,187,5944,11,4,1,44.97999954223633,44.97999954223633,2,1,1.0,0.5579998406864993
13,0,195,1696,4,4,1,39.9900016784668,39.9900016784668,1,1,1.0,0.5548810053601879
33,0,66,7251,4,0,1,150.67000007629395,150.67000007629395,5,1,1.0,0.5446513865628964
18,1,85,5995,4,4,1,36.5,36.5,1,1,1.0,0.5569472935501347
51,1,90,2914,11,4,1,52.0,52.0,1,1,1.0,0.56203397594025
54,0,195,2585,4,4,2,159.69999885559082,79.84999942779541,3,1,0.0,0.4677784493237134
69,1,202,6458,14,4,4,139.4699993133545,34.86749982833862,4,1,0.0,0.35122797678553874
21,1,27,1489,14,4,1,20.0,20.0,1,1,1.0,0.5513076266720494
62,0,66,4374,4,4,2,50.689998626708984,25.344999313354492,2,0,0.0,0.44740161433366027
42,1,191,7228,4,4,1,359.45999908447266,359.45999908447266,4,0,1.0,0.5494686534574735
55,0,201,281,14,3,1,19.989999771118164,19.989999771118164,1,1,1.0,0.5520373016519248
35,1,66,1208,4,4,2,97.95000076293945,48.97500038146973,2,1,0.0,0.44996851210755967
61,1,195,6398,4,4,1,121.84999656677246,121.84999656677246,2,1,1.0,0.5564003636907908
58,1,221,5994,4,3,2,255.9800033569336,127.9900016784668,2,1,0.0,0.44666822612631724
47,1,195,2585,4,4,1,39.5,39.5,1,1,1.0,0.5510336341372157
55,1,56,3417,4,4,1,9.5,9.5,1,1,1.0,0.5549573947714468
16,0,84,1261,4,3,3,253.27999877929688,84.42666625976562,3,1,0.0,0.3604219063016588
48,0,51,3697,13,4,1,95.9900016784668,95.9900016784668,2,1,1.0,0.556020350096736
69,1,68,5973,4,0,1,99.98999786376952,99.98999786376952,1,1,1.0,0.576557394025288
40,0,165,3094,3,0,1,46.88999938964844,46.88999938964844,2,1,1.0,0.5798493664030716
15,1,80,6398,4,4,1,59.9900016784668,59.9900016784668,1,0,1.0,0.5538807700906423
28,1,80,1732,4,3,3,394.1399974822998,131.3799991607666,5,0,0.0,0.4593710887617721
65,1,65,5305,7,4,1,198.0,198.0,1,1,1.0,0.5396906019455256
66,0,51,305,13,1,3,305.18999671936035,101.72999890645345,6,0,0.0,0.4101509771981673
33,1,71,6289,11,4,1,221.38000297546387,221.38000297546387,4,0,1.0,0.577940814006383
